service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,user_id
1,0,14,84.9,97.3,73.7,103.6,0,1,0,0,0,4,3,110,0,0,0,14.36666667,0,1,23,0,0,0,90063345,9MpGuVUq5R2EOXFs
4,0,65,219.55,136.1,129.6,127.1,3744.515471,0,3,12,0,4,1,30,800,2764.469807,66.15,6.583333333,81.78333333,1,35,0,0,0,89950166,sQEeLrnfCZlwjTGx
1,0,16,36.2,57,36.1,36.4,1843.679237,0,0,0,0,4,1,50,0,361.80493,0,0,67,1,21,0,0,0,90109916,AsYlDr8ZFH6eEqM7
1,0,13,57.5,76.8,44.7,61.7,0,1,0,0,0,4,1,100,0,25335.36937,15.08333333,62.55,2057.25,1,27,0,0,0,90063345,7OhMjVAKimvk8Spe
1,0,4,44.82,21.44,21,7.56,0,1,0,0,0,4,1,30,0,13135.30376,70.13333333,43.2,40.31666667,1,22,0,0,0,90063345,fNpbvh3EPljFGTxA
4,0,19,205.9,196,226.1,285.1,8179.027091,0,1,24,1,4,1,5,3072,8176.745615,18.31666667,0,22.65,1,28,0,0,0,99999826,mAPOIbxq4Z7WUsNi
4,0,31,94.97,118.4,95,95,1224.98173,0,1,24,0,4,1,0.03,0,1225.276826,10.13333333,0,47.38333333,0,0,0,0,0,89950167,LNMTbDk0FYeicKoZ
1,0,12,40.2,48.6,45.1,47.1,0,1,0,0,0,4,2,40,0,12382.73889,23.1,39.25,0,1,40,0,0,0,90063345,MQOfVGYvdWacJLmi
4,0,62,240,429.94,471.66,333.8,4325.14274,0,9,12,0,4,1,10,6144,2859.655096,11.43333333,0,77.6,2,23,0,0,0,99999828,nNlVv7Wmc2hQoE1Y
4,0,9,147,147,147.1,147.1,1952.705835,0,3,12,0,4,1,147,4096,1541.801252,255.0833333,0,438.9833333,0,0,0,0,0,99999825,eiTRd2y3k54WcHDg
4,0,23,56,56.1,126.2,92.9,678.6104221,0,3,12,0,4,1,50,411.4116249,250.400485,24.48333333,0,48.53333333,1,21,0,0,0,89950166,jyCtuP1e4kwxVgzf
1,0,14,40.9,40.9,36.3,52.4,1024,1,0,0,0,4,1,50,0,0,0,0.833333333,0,1,25,0,0,0,90063345,ZAzxKGsXr27iQfYN
1,0,4,46,42.2,21.83,0,0,1,0,0,0,4,1,30,0,12348.79677,39.81666667,61.11666667,0,2,34,0,0,0,90063345,dyJTwQ25jKpSGPZ9
1,0,8,93.2,93.8,76.4,141.1,0,1,0,0,0,4,2,100,0,7955.351633,76.51666667,226.7166667,15.3,1,24,0,0,0,90063345,2rHpvzBiJkaEuT8M
4,0,68,132.89,166.98,129.08,146.3,2448.279491,1,3,12,0,4,4,250.06,0,0,0,0,105.9833333,2,25,0,0,0,89950166,pQCdwhiDaj7O9gSJ
4,0,79,192,192.04,487.06,362,2890.063172,0,1,36,1,4,2,100,2048,2589.786281,65.95,0,97.41666667,2,36,0,0,0,99999827,hlSjGvERpsg8uc5b
1,0,10,36.7,36.1,36.1,40.6,2101.315499,0,0,0,0,4,1,50,2048,1945.712643,51.45,0,118.5333333,1,30,0,0,0,90109916,yx7fuOWjzR9I12ZV
4,0,65,220,220,340,290.3,2572.196581,0,0,0,0,4,1,200,1397.988048,2668.39558,198.4833333,0,234.8333333,1,34,0,0,0,99999826,0Rip1INszcSmwE4g
4,0,9,36,36,36,36,0.273283005,0,3,12,0,2,1,50,500,0.273283,0,0,0,1,39,1,4,0,89950168,q7kWoSr3j6UzQEgK
4,0,32,56,56,56,65.16,2811.822795,0,3,12,1,4,2,50,500,2815.720082,3.75,0,4.6,1,23,0,0,0,89950168,Ae4N915zUn6ywhXk
4,0,13,62,62,82.1,62.2,780.7284536,0,3,12,0,4,3,100,201.2186565,780.806257,8.916666667,0,154.4333333,2,25,0,0,0,89950166,uTyBPlO73WgDfo9S
1,0,12,55,94.2,57.8,76.8,0,1,0,0,0,4,1,30,0,533.851503,10.68333333,75.05,30.81666667,2,19,0,0,0,90063345,r4uz3ONMVXofL8ED
1,0,17,64.5,71.8,54.1,54.1,0,1,0,0,0,4,2,60,0,3615.69318,50.1,55.58333333,0,1,27,0,0,0,90063345,jUqRc5xSOtPG8BZT
1,0,5,68,63.5,20.4,13.8,0,1,0,0,0,4,6,70,0,0,0,13.9,0,1,17,0,0,0,90063345,MIsvlJK52njuL3Wr
1,0,11,61.4,48,49.3,47.5,0,1,0,0,0,4,2,60,0,4729.78867,215.9333333,222.4333333,0,2,21,0,0,0,90063345,qPiT2XYFucZ8NKgz
1,0,7,42.6,34.39,14.41,9.6,0,1,0,0,0,4,1,30,0,4386.224206,11.11666667,30.83333333,0,1,24,0,0,0,90063345,vbjc1etdNCXgEh50
1,0,8,43,41.8,41.8,43.2,0,1,0,0,0,4,1,50,0,2207.377131,0.833333333,7.033333333,0,2,26,0,0,0,90063345,31D8yGpWnmzYKqM2
4,0,234,56,56,56,56.2,12.03587818,0,3,12,0,2,1,46,800,12.035878,15.11666667,0,15.11666667,2,56,0,0,0,89950166,Of7XVvH90qxpEMY3
4,0,84,149.3,216,136.1,249.7,0,0,1,36,0,4,2,150,0,6.134669,8.716666667,68.41666667,275.7333333,1,33,0,0,0,99999828,hTSQKFoyi83gXldY
1,0,10,50.3,53,45.7,50.7,0,1,0,0,0,4,1,50,0,17196.59701,3.616666667,3.616666667,0,2,22,0,0,0,90063345,bVDE5ysa2XmUFpO6
1,0,9,38.5,33.8,35.7,42.6,0,1,0,0,0,4,1,50,0,1626.170424,1.1,0,1.1,1,29,0,0,0,90063345,cEDtgXHs8iRafokr
1,0,12,36.3,36.7,39,46.4,3636.04484,0,0,0,0,4,1,50,541.5433493,4256.402106,21.61666667,0,44.13333333,2,31,0,0,0,90109916,TvI2Fe0wElXD8pVm
1,0,11,26.1,31.9,33.5,39.9,0,1,0,0,0,4,1,100,0,1744.480308,28.86666667,2.633333333,28.86666667,2,32,0,0,0,90063345,WrIfcXHOm1LQ57B2
1,0,10,100.3,101.1,103.9,107.1,0,1,0,0,0,4,1,50,0,10820.4047,37.81666667,12.36666667,429,1,42,0,0,0,90155946,s273CBfTIUiVby5K
4,0,37,148,207.99,156.91,218.1,2880.030784,0,12,20,0,4,1,100,0,0,0,0,112.3,2,34,0,0,0,99999826,MRrCxn8w4lYTmqFQ
4,0,13,76,159.5,184.39,86,773.897212,0,3,12,0,4,1,50,0,0,0,0,2.6,2,35,0,0,0,89950166,ayI7DFx8XA6jgduE
1,0,13,56.6,67.5,81.4,73.4,0,1,0,0,0,4,1,50,0,24503.33508,10.78333333,18.56666667,0,1,38,0,0,0,90063345,Z3UlxqWEb6cPuw4v
1,0,16,91.1,114.2,101,114.5,4083.687879,1,0,0,0,4,1,50,0,2740.830099,17.76666667,0,31.05,1,25,0,0,0,90109916,WolHq7egIObRNCv0
4,0,95,452.41,269.14,190.6,190,4872.020164,0,1,24,0,4,5,520,0,5819.492614,77.21666667,0,120.35,0,0,0,0,0,89950167,nmjAG0317i2LQoRO
4,0,76,263.86,100,100,100,338.8954325,0,3,12,1,4,5,350,0,339.132625,12.15,0,91.31666667,2,31,0,0,0,89950167,h1efnpagAdwT3EW2
1,0,9,48.8,46.5,50.6,38.8,0,1,0,0,0,4,1,30,0,8983.810539,0,0,0,1,30,0,0,0,90063345,d5xLW3nO81S7jQJA
1,0,13,31.5,52.8,61.9,44.1,0,1,0,0,0,4,1,100,0,5.122966,0,0,0,1,27,0,0,0,90063345,vb7iJEdrpfuBhYq1
1,0,13,36,40.2,48.1,43,990.8480377,0,0,0,0,4,1,100,2048,1025.075261,98,0,102,1,36,0,0,0,90109916,9r4ZhNGq5EL1XQ8x
4,0,46,296,381,316,320.92,6.304386139,0,0,0,0,4,1,381,4096,0.133154,0,0,0,0,28,0,0,0,99999825,MFz5h41BbjHJUWyZ
4,0,57,81,86.1,86,63,963.1956758,0,1,36,0,4,1,5,576.9811087,265.67203,0,0,11.41666667,1,30,1,3,0,89950166,AwNC1sbkGSxiHrK0
4,0,145,36,36,36,36,359.2795286,0,3,12,0,4,2,36,500,267.823037,16.76666667,0,16.91666667,2,57,1,1,0,89950168,QUiDOwj1W73zZLJ6
4,0,59,137.2,77,137.2,77,1309.47047,0,1,24,0,4,1,50,523.3747845,148.625374,8.783333333,0,94.56666667,1,43,0,0,0,89950166,6KovTRiVCp2tcmNl
1,0,5,127.8,117.8,38.46,29.35,0,1,0,0,0,4,1,100,0,12086.01978,0.633333333,16.83333333,7.65,1,27,0,0,0,90063345,ejQ60WIGiyADwS2n
1,0,12,60.9,47.3,53.6,63.6,955.0426884,1,0,0,0,4,3,60,1024,44222.40979,0,0,0,1,25,1,1,1500,90063345,5R47unB3hPwOpI1W
4,0,90,201.75,249.85,199,259,0,0,1,24,0,4,1,0.05,0,2940.598302,288.85,15.5,409.9166667,2,39,0,0,0,99999826,aW2Jf7yH1IeQToDv
4,0,49,275,274.92,312.2,418.68,800.7383852,0,1,30,0,4,1,275,4096,800.935314,101.25,0,141.1166667,0,0,0,0,0,99999825,FdEtcvj8OuLi6NIV
4,0,9,121.4,121,121,106,1147.212427,0,3,12,1,4,2,100,216.7167854,955.801691,119.1833333,0,196.7166667,2,50,0,0,0,89950167,XifRz3JaYpZEG6hF
1,0,18,85.7,90.3,58.5,51.8,0,1,0,0,0,4,5,90,0,0,0,108.9333333,0,1,27,0,0,0,90063345,izur5wWZ2VSjT4Op
4,0,42,136,136,136.1,106,305.7675858,0,9,12,0,4,2,120,1024,306.315183,10.2,0,25.95,1,30,0,0,0,89950167,u0JM23WY4NqzxrDy
4,0,175,78.47,56,56.1,56,994.7929535,0,3,12,0,4,2,50,800,521.31261,48.36666667,0,57.61666667,2,63,1,2,2000,89950166,a21UdWAl3eyqvmjB
1,0,13,50.4,72.2,68.2,55.7,0,1,0,0,0,4,1,50,0,1932.298969,0,0,332.4833333,1,21,0,0,0,90063345,XJ0WzK6UxSCNH3tj
4,0,63,465.34,410.55,733.6,902.07,5047.226196,1,0,0,0,4,1,0.07,2867.919074,4040.916377,58.38333333,100.7,118.5333333,1,0,0,0,0,99999825,6vFCiZpTHIxqWh8S
1,0,5,45.1,31.4,24.06,24.42,0,1,0,0,0,4,2,50,0,10.581364,81.1,223.3333333,88.2,1,31,0,0,0,90063345,0AdeIiSHfQZOzNbp
4,0,217,56,56,56,56,1014.125696,0,3,12,0,4,1,46,800,649.57003,89.63333333,0,90.95,2,44,0,0,0,89950166,8dMOEBmrkjxez5wI
1,0,18,74.7,80,83.7,80.3,0,1,0,0,0,4,1,100,0,2528.918514,0.583333333,0,5.15,1,22,0,0,0,90155946,jc8DWXkNl6nTF0YR
4,1,15,59.24,109.3,56,56,1059.336951,0,3,12,0,4,2,99.3,0,1059.336952,25.73333333,0,25.73333333,2,46,1,1,3000,89950166,817gQx4K6LBmb2Fl
4,0,50,200,200,200,261.1,4353.88235,0,1,36,1,4,3,500,3072,4328.769883,166.9666667,0,213.0666667,1,33,0,0,0,99999826,RLOPQm4bjroVi5s9
4,1,75,106,166,192.3,126.95,957.3015242,0,1,24,0,4,3,500,0,795.93385,30.48333333,0,123.9,1,30,1,2,0,89950167,anE1D4IbSBTVzdfw
4,0,90,106,106,145.9,129.1,3393.635387,0,1,36,0,4,2,200,0,3394.00388,19.75,0,268.65,2,28,1,1,0,89950167,45ZjIgmt79Tpk08s
4,1,89,300,300,300,300,5120,0,1,24,1,4,3,606.1,0,8471.771381,84.43333333,0,173.55,2,38,0,0,0,99999825,Z7aq1PQSzykAp8UG
4,0,68,76,76,170.65,116,1280.465822,0,0,0,0,4,1,100,589.1493349,0,0,0,150.5333333,2,38,1,1,0,89950166,y3ShBH2XfcCGLu6d
1,0,17,86.2,86.6,61.8,54.5,8759.846477,0,0,0,0,4,10,100,0,9314.80523,101.9166667,0,149.7666667,1,30,0,0,0,90109916,4kScy3Qxu1DNaK2o
1,0,9,65.1,79.3,53.7,65.3,0,1,0,0,0,4,1,100,0,0,0,136.1833333,0,2,22,0,0,0,90063345,vB5ZQ4ycfY3XTjzU
1,0,4,47.5,27.99,21.1,23.49,0,1,0,0,0,4,1,30,0,6547.49942,2.366666667,0,2.366666667,1,22,0,0,0,90063345,IDtxrfCZKWAMQHG7
4,0,169,93.25,119.5,81.7,125.2,1707.095657,0,9,12,0,4,1,100,800,1177.961534,75.43333333,78.91666667,123.4166667,1,37,0,0,0,89950166,mi9t4cP05q8AV2Cw
1,0,8,61.1,58.5,65.9,69.5,0,1,0,0,0,4,1,30,0,41030.44394,8.666666667,43.65,0,2,22,0,0,0,90063345,k5JVNsrjLUhQBnRX
1,0,15,72.9,102.4,103.6,58.1,0,1,0,0,0,4,3,70,0,0,0,23.48333333,0,1,26,0,0,0,90063345,I5VJGo1W3aOsFqnP
4,0,29,147.1,193.3,156.9,174.35,1060.273892,1,0,0,0,4,2,200,0,1060.437934,88.81666667,0,301.7166667,1,26,0,0,0,99999828,jIdhWoRqgM4lrzKf
4,0,149,56,56,56,56,538.804348,0,3,12,0,4,1,46,800,538.807305,28.83333333,0,31.13333333,1,56,0,0,0,89950166,Bvb02YJSm9FupZry
4,0,147,307.9,266,106,126,3844.491288,0,1,24,1,4,1,266,0,159.584251,28.16666667,107.6,196.4333333,1,60,0,0,0,89950167,sqTUgnF2MZApozmY
1,0,11,74.9,54.4,34,52.7,0,1,0,0,0,4,1,100,0,27496.85163,16.75,114.8333333,0,2,22,0,0,0,90063345,c087jCvJHGiuWyql
1,0,12,50.7,63.9,63.8,86.7,0,1,0,0,0,4,4,70,0,15539.21659,6.033333333,6.033333333,0,1,18,0,0,0,90063345,lYBnbC6i0gekwQL5
1,0,13,94.9,105.1,102.8,104.1,0,1,0,0,0,4,3,102,0,4005.078951,209.8833333,0,606.2666667,1,50,0,0,0,90155946,V2MdTvU5WzYP9oC6
1,0,12,23.01,19.1,19,23.4,0,0,0,0,0,4,2,30.09,0,0,0,36,0,1,31,0,0,0,90063345,ui6eLc9p1MvkqOfU
1,0,18,62.3,68.3,71.5,79.1,0,1,0,0,0,4,1,50,0,5467.624686,35.6,36.38333333,0,1,20,0,0,0,90063345,WBvgqNJjOFa8CbM2
4,0,102,136.4,149.4,196,149.64,3072,0,7,12,0,4,1,116,0,2426.065291,61.58333333,0,63.95,1,49,0,0,0,99999828,OsZMzmoQHqhNl4VR
4,0,21,82.4,59.55,59,75.1,37.93206692,0,3,12,0,4,2,70,0,0,0,0,290,2,25,0,0,0,89950166,aPqJ0ByQpgWHdDwh
4,0,69,210.65,132.55,118.05,115.7,9585.589523,0,3,12,0,4,7,70,98.30678844,9207.243501,186.1,106.05,151.1833333,2,25,1,3,12000,89950166,CruvfJatxDYpL6cn
1,0,9,104.3,89.4,84.8,89.5,0,1,0,0,0,4,1,100,0,8040.227157,398.9,98.33333333,341.8333333,1,30,1,2,0,90155946,pQoWYlGczebJKNUC
1,0,8,62.6,58.1,27.6,55.6,0,1,0,0,0,4,1,50,0,17178.94032,32.76666667,39.96666667,0,1,28,0,0,0,90063345,gqCE7oROtaMWSk9N
1,0,6,81.1,63.4,63,38.8,0,1,0,0,0,4,2,60,0,18519.19198,4.35,48.2,0,2,34,0,0,0,90063345,x73jZaTM5SrzLPfN
4,0,17,53.9,50,50,76.1,292.9633589,0,12,19,0,4,1,100,800,293.343439,96.8,16.9,138.95,1,46,0,0,0,89950166,l9BbzvVKOLkjw0r7
4,0,36,126.05,161.88,180.07,165.85,4805.038653,0,3,12,1,4,3,327.3,1024,4490.221444,262.1666667,217.7333333,241.4666667,0,28,0,0,0,89950167,GDepHlP0frnMzuVJ
1,0,12,100,69.4,71.9,109.8,5796.413933,1,0,0,0,4,1,100,0,22785.42272,128.5333333,250,0,1,26,0,0,0,90063345,tKMagorxHwAYIfU2
4,0,89,129.9,142.1,142,136,81.17702007,0,1,24,0,4,3,84.1,1024,82.926507,23.21666667,0,23.21666667,1,65,1,2,1810,99999828,fE75NyMIdbY2VkmJ
1,0,18,49.2,48,55.8,112.6,0,1,0,0,0,4,2,60,0,20370.65733,0,0,0,1,18,0,0,0,90063345,sn1q0jexS634goEt
4,0,35,136.1,136,136.05,136.2,8.56367588,0,1,24,0,2,1,100,1024,0.801987,7.133333333,0,115.4,1,48,0,0,0,99999828,OCsEvcPT5iVhxB2D
1,0,6,34.5,45.5,28.7,22.82,0,1,0,0,0,4,1,30,0,529.090884,11.41666667,31.61666667,0,1,39,0,0,0,90063345,s7XygM4LeZVQpR9m
1,0,16,36,36,36,36.1,150.8461504,0,0,0,0,4,1,100,2048,153.114928,0,0,0,1,29,0,0,0,90109916,Zjir6lf0TtRYUEBn
4,0,65,258.5,289.8,254.1,377.3,0,0,1,36,0,4,5,400,0,2750.846045,131.2833333,0,335.6833333,1,35,0,0,0,99999826,DSXHqR1zKGNWy247
1,0,6,25.4,24.4,34.4,48.06,0,1,0,0,0,4,1,20,0,2545.951206,1.233333333,3.866666667,0,1,26,0,0,0,90063345,btrhVW6FoR1M8xK2
4,0,47,81.97,80.95,80,80,3279.579486,0,7,12,1,4,1,0.05,270.3364849,3279.718221,104.9666667,18.35,150.4666667,2,28,0,0,0,89950166,UPyrqMasCGFmzn3i
1,0,12,50.9,53.6,63.2,57.7,0,1,0,0,0,4,2,80,0,8844.873848,6.25,8.733333333,0,2,20,0,0,0,90063345,3TWOz9eKpPa0uDjC
4,1,90,76,76.1,76,76,834.1217365,0,1,24,0,4,2,46.1,800,686.507197,49.78333333,0,119.9,1,47,1,1,0,89950166,cs5Y94DRW8LNFEr3
1,0,12,93.7,107.6,92.3,139.2,3195.304166,1,0,0,0,4,2,100,0,2449.787922,145.7,380.9,82.06666667,1,24,0,0,0,90109916,nLqjyBe3bHI1Dt08
1,0,11,29.83,33.2,25.8,49.3,0,1,0,0,0,4,2,10.5,0,4358.087741,0,0.616666667,0,2,24,0,0,0,90063345,ANfMcTi874P5bFDE
4,0,134,81.06,78.04,60.43,118.32,0,0,0,0,0,4,2,300.06,800,0,0,0,0,2,42,0,0,0,89950166,1KB4I3ZDntWQMujY
4,0,53,203.01,233,203.3,203.1,2135.703988,0,9,12,0,4,1,0.09,3072,4630.647564,56.91666667,0,60.36666667,1,31,1,4,0,99999828,SG78icexWkpLUfP4
4,0,58,296,296,296.1,296,0,0,1,36,0,4,2,500,0,2335.27655,366.8166667,0,547.8833333,1,31,1,1,26640,99999825,0OM5nJDRXx9hI8ve
4,0,14,160,178,228,138.2,4481.476553,1,12,13,0,4,6,310,0,4545.490637,30.3,0,46.05,1,27,0,0,0,89950167,9gY0xPC564wESoWa
1,0,10,53,51.2,46.1,53.7,0,1,0,0,0,4,2,40,0,17996.94602,7.75,21.91666667,38.2,1,25,0,0,0,90063345,6lj3zF71aevyuVhH
1,0,12,45.3,59,50,57.8,0,1,0,0,0,4,2,40,0,0,0,0,0,1,20,0,0,0,90063345,l5Ug2E1NzTbCaoqG
1,0,6,29.5,28.8,27.2,29,0,1,0,0,0,4,1,30,0,0,0,0,0,2,27,0,0,0,90063345,v0S3jFcdqeCp1fsR
1,0,4,78.4,29.77,29.75,18.51,0,1,0,0,0,4,1,30,0,36.010976,22.9,132.8666667,0,1,46,0,0,0,90063345,4gdJ2GMINwxUDqh9
1,0,8,69.4,90.5,77.4,85,0,1,0,0,0,4,1,100,0,33573.53116,70.26666667,134.55,0,2,43,0,0,0,90063345,cJ67bWCptFVMPwNI
4,1,75,222.8,204.7,120.95,225.2,1898.855261,0,0,0,0,4,1,300,0,1688.893408,396.6166667,227.8666667,238.5666667,1,41,0,0,0,89950167,3w0MHckTACJmgfvu
1,0,11,49.9,74.3,60.5,61.7,500,1,0,0,0,4,1,50,0,14576.62017,42.23333333,18.33333333,30.93333333,2,22,0,0,0,90063345,JxmcgGtwDriNuEHS
4,0,54,76,56,56.1,55.97,1740.673981,0,9,12,0,4,1,200,800,462.728298,11.35,0,75.75,1,30,0,0,0,89950166,mIA1XUwzeBDP4g3G
1,0,8,39.3,32.2,19,159.3,0,0,0,0,0,4,2,40,0,0,0,0,0,1,25,0,0,0,90063345,oMCaVcdI9uXi4q13
4,0,4,72.35,80.4,68.5,43.22,0,0,2,12,0,3,1,200,1024,0,129.15,6.533333333,215.4,0,0,0,0,0,99999828,57Wl6vj8rIiAdmun
1,0,4,87.4,55.67,26.1,1.86,0,1,0,0,0,4,1,50,0,0,0,98.06666667,0,1,31,0,0,0,90063345,2gvC1TexzOSFJr5M
1,0,8,62.2,68.9,61.2,54.1,0,1,0,0,0,4,1,100,0,3028.406405,68.85,69.11666667,5.7,1,41,0,0,0,90063345,ZI8PM5R0AFScWsm4
4,0,7,63.75,73.7,66.5,56,970.1059475,0,3,12,0,4,1,0.05,246.822176,970.105947,3.566666667,51.55,167.6,1,47,0,0,0,89950166,XshJ3N8Z1KWA7rBE
1,0,12,36,36.2,36.4,36.3,2296.568457,0,0,0,0,4,1,2,681.6264906,2332.062197,1.85,0,1.85,1,40,0,0,0,90109916,L87oJgBGfUZT6RFN
1,0,8,88.8,98.3,82.4,97,0,1,0,0,0,4,3,70,0,33737.13862,0,0,0,1,37,0,0,0,90063345,W6KbAJoeTzkhXPxN
1,0,13,33.2,44.1,36.9,25.4,100,1,0,0,0,4,1,30,0,3533.462545,2.733333333,0,6.866666667,1,24,0,0,0,90063345,z8SYrKjPg2qyALVM
4,1,81,86.06,92.27,80.7,83.04,1024,0,3,12,0,4,3,200,0,1363.218279,63.05,0,107.4666667,2,37,1,1,0,89950167,vOK2yXg3PRhj7ia5
1,0,10,101.3,93.2,39.1,56.4,0,1,0,0,0,4,4,140,0,7269.816725,308.0833333,358.0666667,33.53333333,1,23,0,0,0,90063345,4hftdCGvEwzjQWYD
4,0,22,90.2,55.95,99.2,97.4,965.1670208,0,0,0,0,3,1,300,193.6691122,965.390489,2.016666667,0,2.016666667,1,41,0,0,0,89950168,jf2q0Jpk4w53GQRH
1,0,6,77.1,112.3,51.8,24.3,0,1,0,0,0,4,2,60,0,0,0,44.35,0,1,26,0,0,0,90063345,0aBPDuSGsdN4eYwz
4,0,118,166,176,176,176,2636.847017,0,1,24,0,4,1,200,2048,0,0,0,13.6,1,29,0,0,0,99999827,xIUDLFJqTb5w17Hu
1,0,53,44,49.4,52,51,0,1,0,0,0,4,1,5,0,0,0,0,38.75,1,33,2,2,4720,90063345,fg4crjvU8MFkIemz
4,0,26,105.95,76.45,76,76,0,0,0,0,0,2,1,0.05,0,0,2.916666667,0,2.916666667,1,41,0,0,0,89950167,vDX5QWUIlEwdLVYJ
4,0,178,85.25,69.85,46,54.7,764.4401798,0,12,23,0,4,2,25.05,715.2859764,770.943993,396.3166667,224.2833333,172.0333333,1,54,0,0,0,89950166,tNIERuToGybKSfg4
1,0,4,50.2,32.39,31.35,13.94,566.4525194,1,0,0,0,4,2,50,0,23298.72228,0,10.4,0,1,21,0,0,0,90063345,nrjMCg89Z0QqKNH3
1,0,7,73.3,77.3,54.4,55.9,0,1,0,0,0,4,1,100,0,10447.27186,106.6833333,109.9333333,0,1,31,0,0,0,90063345,Zblw0pscN6nAKyTm
4,0,48,105.92,165.18,116.03,139.01,1499.192505,1,1,24,0,4,4,300.08,0,0,0,0,85.86666667,2,32,1,1,2540,89950167,7hLR0HIEA4tXCUzK
1,0,10,60.5,63.1,67.1,71.9,0,1,0,0,0,4,2,100,0,8629.197108,45.6,92.21666667,0,2,34,0,0,0,90063345,LsE3FjtMuxDnVKlo
1,0,10,43.9,49.7,44.2,66.6,0,1,0,0,0,4,1,100,0,12921.86961,2.383333333,0,2.383333333,1,20,0,0,0,90063345,kFRq9BOghZ58o3r0
1,0,9,73.7,64.53,72.6,96.7,0,1,0,0,0,4,2,60,0,17368.99727,117.9166667,169.6166667,0,1,27,0,0,0,90063345,dKDGRLAx8NHg2BJ9
4,0,64,76,76,56.2,56.4,669.9126129,0,0,0,0,4,1,300,625.5483112,0,0,0,13.51666667,2,43,0,0,0,89950166,Cn7RWXq4LOBtblPG
4,1,64,100.63,100,167.44,110.37,12172.52256,0,9,12,1,4,3,200,3.461914063,12212.36476,56.03333333,0,68.88333333,1,26,0,0,0,89950166,AwbBeJ36vOGnEYok
4,0,41,85,145.1,105,95,2923.09285,0,3,12,1,4,1,100,3072,2923.082541,33.56666667,0,36.41666667,1,21,0,0,0,89950166,s37IRzv5PVMwfOBa
1,0,14,41.2,39.1,52.4,52.4,0,1,0,0,0,4,1,30,0,1689.489135,42.31666667,32.06666667,59.03333333,2,38,0,0,0,90063345,eYlAopwcSV6LHd9x
4,0,103,201,201,171.6,141,1911.270013,1,0,0,0,4,1,200,0,1911.283625,175.0666667,0,195.6,1,30,0,0,0,99999828,W91Luplkt28JrmTO
4,0,134,124.1,123.9,121.9,131.95,752.7495165,0,1,24,0,4,3,150,1024,761.021795,110.2333333,0,168.85,1,35,0,0,0,89950167,NsebV0SE865Uc9Ha
1,0,59,66.4,90.4,62.9,41.8,724.0077095,1,0,0,0,4,1,10,0,22224.64734,109.2833333,105.2166667,254.4,1,22,1,1,9900,90063345,WsSNjRvzODHB0TQl
4,0,67,196,196.1,196.1,196,3292.475841,0,1,36,0,4,2,400,1912.027408,3284.306926,259.4833333,0,263.3166667,1,30,0,0,0,99999826,3RVUiy2jgnarXCw7
4,0,9,66.75,36,36,36,241.960597,0,3,12,0,4,2,0.01,0,241.960597,0.383333333,0,35.26666667,2,33,3,1,0,89950168,UHzXSEarWDOtQdmq
1,0,10,48.5,46.1,57.5,66.5,0,1,0,0,0,4,5,50,0,23399.63211,0,2,0,1,21,0,0,0,90063345,SEXJyUnNwdkC0Lvc
1,0,7,112.9,160,114,130.6,0,1,0,0,0,4,7,120,0,28313.61103,0,0,0,1,32,0,0,0,90155946,EoLH3KvtuRi6eqMx
1,0,4,57.1,38.79,25.65,16.03,12.13475609,1,0,0,0,4,2,35,0,21979.53208,22.71666667,141.25,0,2,33,0,0,0,90063345,nkcqIYihLs2mxarG
4,0,41,166,231,166,181.2,3219.460711,0,1,24,1,4,1,100,0,1861.883666,41.43333333,0,97.01666667,1,28,0,0,0,99999827,aiHz6FbMTV3wyj1o
4,0,5,56.08,56,57.05,56.1,238.0907927,0,9,12,0,4,1,0.02,500,238.02501,1.983333333,0,1.983333333,1,35,0,0,0,89950168,qC5DxgQsHvkuf4nF
4,0,50,149.75,130.2,183.8,153.5,180.3279247,0,0,0,0,4,4,160,580.5103464,33.174684,25.63333333,259.15,251.3,2,29,0,0,0,89950167,YidAxgHXO71y4NcU
4,0,46,180,153,115.5,86.6,799.1219578,1,0,0,0,4,2,200,0,812.283858,5.366666667,0,5.366666667,1,25,0,0,0,89950168,3DrknaeZiOVQNTX0
1,0,9,76,55.3,76.4,69,6967.361232,1,0,0,0,4,3,120,0,7224.308388,30.6,179.7333333,88.21666667,2,23,0,0,0,90109916,XIVKxMnSzHfUGRyL
4,1,14,140.79,156,136,136,1040.197246,0,1,24,0,4,2,50,0,1775.606207,31.65,0,288.35,2,39,0,0,0,99999828,aSx4A5nrow1JQpvR
4,0,82,178.2,247.25,139,141.85,600,0,1,24,0,4,2,300.05,0,1276.494363,357.05,202.7,377.2,1,33,0,0,0,99999828,TJy8BOrbvH57g0Fc
1,0,6,62.9,94.4,70.8,29.3,0,1,0,0,0,4,2,60,0,0,0,102.8666667,0,1,19,0,0,0,90063345,fmpqBlXT4OaH8eQJ
4,0,33,120,140.65,120,165.64,964.3589869,0,0,0,1,4,1,200,1024,947.861019,147.7333333,0,157.7833333,1,33,0,0,0,89950167,3Q2G5WEdYXDhqINF
